10,1
12,1
14,1
15,1
25,1
28,1
33,1
35,1
44,1
45,1
48,1
50,1
51,1
56,1
60,1
65,1
71,1
72,1
76,1
77,1
88,1
91,1
96,1
97,1
102,1
104,1
107,1
117,1
124,1
125,1
137,1
138,1
147,1
151,1
155,1
158,1
169,1
171,1
172,1
178,1
179,1
187,1
193,1
197,1
199,1
205,1
212,1
221,1
224,1
226,1
230,1
236,1
240,1
242,1
243,1
250,1
256,1
259,1
264,1
266,1
282,1
284,1
286,1
294,1
295,1
304,1
305,1
306,1
307,1
313,1
316,1
318,1
319,1
325,1
331,1
338,1
347,1
354,1
360,1
362,1
374,1
383,1
386,1
389,1
393,1
394,1
400,1
401,1
406,1
410,1
413,1
416,1
424,1
428,1
431,1
434,1
443,1
476,1
486,1
490,1
497,1
499,1
501,1
506,1
510,1
517,1
539,1
541,1
545,1
556,1
558,1
569,1
571,1
582,1
593,1
598,1
603,1
607,1
628,1
638,1
640,1
647,1
652,1
653,1
654,1
662,1
667,1
668,1
685,1
687,1
688,1
689,1
690,1
700,1
705,1
706,1
717,1
729,1
733,1
741,1
744,1
751,1
762,1
763,1
765,1
771,1
772,1
774,1
781,1
782,1
791,1
794,1
801,1
807,1
812,1
815,1
821,1
822,1
823,1
827,1
828,1
829,1
831,1
838,1
845,1
846,1
848,1
851,1
853,1
857,1
859,1
866,1
868,1
880,1
883,1
884,1
889,1
890,1
895,1
911,1
919,1
921,1
923,1
925,1
928,1
932,1
933,1
939,1
946,1
963,1
965,1
967,1
971,1
973,1
983,1
984,1
986,1
988,1
998,1
999,1
1003,1
1008,1
1013,1
1015,1
1022,1
1023,1
1031,1
1032,1
1035,1
1046,1
1050,1
1052,1
1054,1
1056,1
1061,1
1063,1
1066,1
1068,1
1074,1
1075,1
1079,1
1080,1
1081,1
1082,1
1104,1
1105,1
1113,1
1117,1
1118,1
1120,1
1138,1
1139,1
1148,1
1155,1
1157,1
1160,1
1170,1
1171,1
1172,1
1173,1
1176,1
1179,1
1193,1
1199,1
1207,1
1217,1
1218,1
1220,1
1223,1
1225,1
1227,1
1237,1
1246,1
1249,1
1252,1
1259,1
1262,1
1263,1
1267,1
1276,1
1282,1
1290,1
1292,1
1295,1
1299,1
1307,1
1309,1
1312,1
1315,1
1316,1
1318,1
1320,1
1324,1
1327,1
1335,1
1336,1
1343,1
1350,1
1351,1
1365,1
1370,1
1374,1
1376,1
1378,1
1382,1
1386,1
1394,1
1397,1
1400,1
1403,1
1404,1
1412,1
1423,1
1437,1
1440,1
1443,1
1444,1
1445,1
1446,1
1447,1
1456,1
1457,1
1460,1
1463,1
1465,1
1469,1
1470,1
1476,1
1488,1
1495,1
1498,1
1513,1
1516,1
1525,1
1533,1
1535,1
1538,1
1540,1
1552,1
1553,1
1560,1
1561,1
1562,1
1566,1
1567,1
1580,1
1589,1
1596,1
1599,1
1604,1
1611,1
1624,1
1627,1
1631,1
1633,1
1637,1
1639,1
1647,1
1656,1
1661,1
1664,1
1673,1
1678,1
1682,1
1693,1
1694,1
1695,1
1699,1
1710,1
1711,1
1716,1
1723,1
1724,1
1729,1
1735,1
1742,1
1751,1
1752,1
1759,1
1767,1
1773,1
1774,1
1775,1
1776,1
1778,1
1787,1
1788,1
1791,1
1794,1
1795,1
1797,1
1802,1
1807,1
1808,1
1810,1
1815,1
1820,1
1823,1
1824,1
1838,1
1842,1
1846,1
1848,1
1858,1
1859,1
1860,1
1861,1
1873,1
1878,1
1884,1
1889,1
1890,1
1892,1
1898,1
1904,1
1906,1
1908,1
1919,1
1921,1
1923,1
1927,1
1929,1
1931,1
1942,1
1946,1
1949,1
1950,1
1958,1
1959,1
1960,1
1966,1
1970,1
1974,1
1977,1
1978,1
1982,1
1983,1
1986,1
1988,1
1997,1
2001,1
2005,1
2010,1
2012,1
2028,1
2029,1
2033,1
2035,1
2038,1
2040,1
2063,1
2070,1
2074,1
2075,1
2080,1
2085,1
2089,1
2091,1
2094,1
2102,1
2103,1
2107,1
2111,1
2123,1
2128,1
2130,1
2131,1
2150,1
2152,1
2153,1
2163,1
2167,1
2171,1
2176,1
2177,1
2181,1
2183,1
2187,1
2192,1
2196,1
2197,1
2199,1
2202,1
2203,1
2206,1
2207,1
2214,1
2215,1
2217,1
2218,1
2228,1
2232,1
2240,1
2246,1
2248,1
2250,1
2259,1
2264,1
2265,1
2266,1
2272,1
2277,1
2278,1
2290,1
2297,1
2305,1
2309,1
2310,1
2315,1
2317,1
2321,1
2334,1
2336,1
2338,1
2339,1
2344,1
2346,1
2355,1
2360,1
2364,1
2373,1
2379,1
2380,1
2384,1
2387,1
2389,1
2392,1
2394,1
2395,1
2407,1
2409,1
2419,1
2420,1
2425,1
2436,1
2438,1
2449,1
2456,1
2458,1
2460,1
2461,1
2469,1
2479,1
2482,1
2486,1
2488,1
2489,1
2491,1
2492,1
2499,1
2507,1
2517,1
2520,1
2527,1
2539,1
2548,1
2551,1
2554,1
2559,1
2575,1
2577,1
2579,1
2588,1
2590,1
2606,1
2610,1
2612,1
2621,1
2631,1
2636,1
2650,1
2679,1
2680,1
2682,1
2689,1
2696,1
2697,1
2702,1
2705,1
2709,1
2711,1
2716,1
2717,1
2719,1
2723,1
2725,1
2729,1
2734,1
2737,1
2739,1
2754,1
2755,1
2758,1
2764,1
2770,1
2772,1
2776,1
2779,1
2782,1
2787,1
2790,1
2794,1
2798,1
2799,1
2802,1
2812,1
2814,1
2816,1
2820,1
2821,1
2827,1
2835,1
2836,1
2841,1
2844,1
2847,1
2848,1
2853,1
2856,1
2862,1
2863,1
2869,1
2871,1
2872,1
2886,1
2888,1
2904,1
2910,1
2911,1
2912,1
2919,1
2920,1
2929,1
2935,1
2936,1
2938,1
2953,1
2954,1
2955,1
2957,1
2958,1
2966,1
2969,1
2970,1
2975,1
2977,1
2981,1
2992,1
2993,1
3003,1
3005,1
3009,1
3011,1
3012,1
3019,1
3025,1
3026,1
3027,1
3044,1
3049,1
3054,1
3058,1
3062,1
3063,1
3080,1
3085,1
3086,1
3090,1
3104,1
3107,1
3112,1
3113,1
3114,1
3120,1
3122,1
3131,1
3132,1
3134,1
3148,1
3150,1
3165,1
3174,1
3178,1
3181,1
3183,1
3208,1
3210,1
3217,1
3219,1
3223,1
3232,1
3236,1
3243,1
3247,1
3249,1
3256,1
3260,1
3263,1
3264,1
3270,1
3274,1
3277,1
3286,1
3293,1
3295,1
3308,1
3310,1
3312,1
3314,1
3315,1
3320,1
3322,1
3324,1
3325,1
3329,1
3334,1
3342,1
3344,1
3349,1
3359,1
3362,1
3366,1
3388,1
3391,1
3395,1
3412,1
3422,1
3424,1
3434,1
3449,1
3450,1
3457,1
3481,1
3486,1
3487,1
3489,1
3490,1
3498,1
3507,1
3509,1
3521,1
3524,1
3528,1
3549,1
3564,1
3566,1
3571,1
3572,1
3576,1
3588,1
3589,1
3591,1
3595,1
3602,1
3603,1
3609,1
3619,1
3621,1
3625,1
3629,1
3630,1
3633,1
3639,1
3640,1
3647,1
3653,1
3654,1
3658,1
3673,1
3675,1
3676,1
3683,1
3689,1
3692,1
3701,1
3712,1
3716,1
3719,1
3724,1
3725,1
3727,1
3735,1
3737,1
3747,1
3750,1
3752,1
3762,1
3764,1
3771,1
3774,1
3777,1
3780,1
3801,1
3814,1
3816,1
3820,1
3822,1
3826,1
3827,1
3831,1
3838,1
3841,1
3842,1
3845,1
3869,1
3875,1
3883,1
3893,1
3894,1
3904,1
3913,1
3918,1
3934,1
3935,1
3943,1
3945,1
3949,1
3951,1
3956,1
3958,1
3966,1
3973,1
3985,1
3986,1
3996,1
3997,1
3999,1
4003,1
4008,1
4009,1
4018,1
4020,1
4023,1
4027,1
4058,1
4062,1
4065,1
4067,1
4077,1
4078,1
4079,1
4086,1
4093,1
4096,1
4097,1
4100,1
4106,1
4107,1
4110,1
4121,1
4124,1
4128,1
4130,1
4140,1
4142,1
4157,1
4164,1
4170,1
4177,1
4183,1
4197,1
4200,1
4207,1
4209,1
4215,1
4219,1
4223,1
4227,1
4232,1
4234,1
4239,1
4249,1
4258,1
4259,1
4260,1
4262,1
4268,1
4275,1
4282,1
4284,1
4300,1
4302,1
4305,1
4307,1
4315,1
4331,1
4333,1
4334,1
4336,1
4338,1
4344,1
4348,1
4373,1
4374,1
4375,1
4376,1
4391,1
4396,1
4400,1
4403,1
4409,1
4420,1
4421,1
4433,1
4435,1
4438,1
4439,1
4447,1
4449,1
4459,1
4466,1
4469,1
4470,1
4475,1
4481,1
4498,1
4504,1
4509,1
4516,1
4517,1
4520,1
4528,1
4538,1
4540,1
4546,1
4551,1
4552,1
4562,1
4568,1
4569,1
4571,1
4575,1
4583,1
4586,1
4587,1
4591,1
4594,1
4598,1
4601,1
4605,1
4614,1
4619,1
4623,1
4633,1
4640,1
4641,1
4645,1
4651,1
4654,1
4663,1
4667,1
4669,1
4678,1
4683,1
4685,1
4691,1
4693,1
4697,1
4700,1
4702,1
4703,1
4705,1
4708,1
4713,1
4716,1
4717,1
4725,1
4727,1
4728,1
4730,1
4738,1
4739,1
4742,1
4743,1
4746,1
4748,1
4751,1
4753,1
4755,1
4756,1
4757,1
4780,1
4787,1
4790,1
4791,1
4795,1
4798,1
4799,1
4808,1
4809,1
4810,1
4811,1
4825,1
4827,1
4828,1
4829,1
4830,1
4844,1
4845,1
4850,1
4855,1
4856,1
4859,1
4871,1
4872,1
4873,1
4881,1
4882,1
4888,1
4891,1
4892,1
4893,1
4895,1
4898,1
4902,1
4905,1
4909,1
4912,1
4916,1
4919,1
4921,1
4922,1
4924,1
4927,1
4934,1
4936,1
4944,1
4950,1
4961,1
4969,1
4974,1
4977,1
4983,1
4986,1
4987,1
4991,1
4997,1
5000,1
5001,1
5007,1
5016,1
5019,1
5021,1
5023,1
5024,1
5026,1
5037,1
5043,1
5054,1
5058,1
5061,1
5068,1
5071,1
5073,1
5076,1
5080,1
5084,1
5085,1
5087,1
5093,1
5099,1
5100,1
5102,1
5116,1
5117,1
5122,1
5123,1
5125,1
5129,1
5130,1
5137,1
5139,1
5149,1
5156,1
5160,1
5173,1
5185,1
5186,1
5195,1
5200,1
5201,1
5214,1
5215,1
5216,1
5218,1
5225,1
5228,1
5241,1
5245,1
5259,1
5261,1
5268,1
5275,1
5298,1
5307,1
5314,1
5321,1
5335,1
5336,1
5341,1
5343,1
5350,1
5352,1
5353,1
5357,1
5358,1
5361,1
5365,1
5370,1
5374,1
5375,1
5376,1
5388,1
5392,1
5394,1
5417,1
5422,1
5427,1
5431,1
5434,1
5438,1
5441,1
5444,1
5445,1
5453,1
5456,1
5457,1
5460,1
5468,1
5478,1
5479,1
5480,1
5483,1
5491,1
5498,1
5501,1
5503,1
5515,1
5516,1
5523,1
5533,1
5534,1
5537,1
5538,1
5548,1
5555,1
5560,1
5563,1
5564,1
5574,1
5577,1
5591,1
5604,1
5607,1
5612,1
5617,1
5619,1
5624,1
5632,1
5636,1
5648,1
5651,1
5653,1
5671,1
5681,1
5687,1
5690,1
5693,1
5710,1
5716,1
5718,1
5721,1
5722,1
5724,1
5727,1
5750,1
5751,1
5758,1
5759,1
5774,1
5780,1
5783,1
5790,1
5803,1
5812,1
5815,1
5819,1
5823,1
5824,1
5829,1
5840,1
5842,1
5843,1
5844,1
5846,1
5852,1
5854,1
5855,1
5857,1
5863,1
5876,1
5878,1
5880,1
5881,1
5883,1
5894,1
5896,1
5897,1
5906,1
5907,1
5924,1
5925,1
5934,1
5936,1
5937,1
5942,1
5943,1
5946,1
5950,1
5952,1
5955,1
5957,1
5959,1
5968,1
5977,1
5993,1
5994,1
5995,1
5996,1
5999,1
6004,1
6006,1
6015,1
6019,1
6020,1
6023,1
6028,1
6030,1
6040,1
6046,1
6052,1
6053,1
6057,1
6064,1
6067,1
6071,1
6074,1
6075,1
6076,1
6084,1
6085,1
6086,1
6092,1
6108,1
6115,1
6120,1
6122,1
6126,1
6136,1
6137,1
6148,1
6150,1
6154,1
6159,1
6161,1
6162,1
6170,1
6178,1
6184,1
6187,1
6191,1
6194,1
6199,1
6200,1
6207,1
6209,1
6219,1
6220,1
6227,1
6230,1
6233,1
6240,1
6248,1
6249,1
6260,1
6265,1
6277,1
6284,1
6295,1
6300,1
6302,1
6305,1
6306,1
6309,1
6315,1
6321,1
6322,1
6324,1
6328,1
6333,1
6336,1
6341,1
6345,1
6349,1
6355,1
6364,1
6366,1
6375,1
6390,1
6392,1
6395,1
6397,1
6404,1
6406,1
6408,1
6411,1
6412,1
6419,1
6420,1
6427,1
6428,1
6436,1
6437,1
6448,1
6455,1
6459,1
6462,1
6463,1
6467,1
6472,1
6477,1
6478,1
6480,1
6491,1
6493,1
6496,1
1,2
2,2
13,2
16,2
18,2
23,2
25,2
26,2
29,2
33,2
36,2
62,2
65,2
67,2
72,2
74,2
76,2
80,2
83,2
92,2
94,2
112,2
113,2
120,2
128,2
132,2
133,2
134,2
136,2
137,2
139,2
141,2
144,2
149,2
154,2
158,2
162,2
165,2
170,2
174,2
178,2
192,2
201,2
203,2
204,2
213,2
215,2
223,2
226,2
235,2
244,2
248,2
253,2
254,2
283,2
290,2
292,2
295,2
300,2
304,2
306,2
309,2
316,2
320,2
329,2
331,2
334,2
345,2
346,2
350,2
356,2
360,2
361,2
373,2
378,2
386,2
389,2
392,2
393,2
409,2
425,2
432,2
438,2
443,2
445,2
447,2
449,2
450,2
458,2
462,2
473,2
497,2
509,2
510,2
515,2
516,2
521,2
525,2
533,2
539,2
545,2
552,2
560,2
568,2
570,2
573,2
576,2
583,2
590,2
592,2
598,2
616,2
617,2
623,2
625,2
642,2
643,2
647,2
650,2
653,2
658,2
662,2
665,2
668,2
669,2
673,2
676,2
688,2
689,2
691,2
694,2
699,2
703,2
704,2
718,2
747,2
750,2
753,2
763,2
771,2
779,2
785,2
789,2
794,2
798,2
806,2
807,2
819,2
821,2
824,2
852,2
856,2
860,2
870,2
875,2
883,2
889,2
890,2
891,2
901,2
902,2
904,2
905,2
909,2
910,2
912,2
922,2
924,2
925,2
932,2
933,2
943,2
948,2
965,2
981,2
983,2
987,2
990,2
1002,2
1005,2
1012,2
1013,2
1014,2
1017,2
1025,2
1028,2
1030,2
1039,2
1055,2
1058,2
1062,2
1070,2
1083,2
1084,2
1085,2
1094,2
1097,2
1100,2
1101,2
1111,2
1115,2
1123,2
1128,2
1129,2
1136,2
1138,2
1142,2
1165,2
1171,2
1176,2
1181,2
1183,2
1186,2
1188,2
1192,2
1195,2
1197,2
1198,2
1199,2
1203,2
1215,2
